annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;;;;;;;;;
2018074;MERCREDI;20/06/2018;20/08/2018;43;33;8;30;6;3;6-8-30-33-43+3;0;2000000;3;100000;41;1000;254;500;1745;50;13580;20;25921;10;214135;5;354721;2,2;10;20000;K 2429 5307,H 4314 6729,J 8495 4089,K 8408 4105,V 9916 9121,O 0384 3430,K 2104 3448,F 7813 2430,N 9565 2162,B 4598 1345;986874;eur
2018073;LUNDI   ;18/06/2018;18/08/2018;34;2;7;13;44;8;2-7-13-34-44+8;1;2000000;0;100000;45;1000;320;500;1601;50;15260;20;22193;10;200832;5;266625;2,2;10;20000;C 5624 1895,O 4770 4925,Q 3270 4093,U 0914 1410,A 2098 8385,K 1384 1380,I 0406 7531,L 5759 8160,A 5600 6766,F 7263 3717;4598059;eur
2018072;SAMEDI  ;16/06/2018;16/08/2018;35;17;8;43;19;9;8-17-19-35-43+9;1;4000000;3;100000;66;1000;492;500;2398;50;22581;20;34636;10;325152;5;471733;2,2;10;20000;K 9363 6570,H 4980 8799,B 1731 7877,M 3149 5754,Q 4495 2046,M 2771 4610,N 3237 1016,L 2490 4570,H 9695 6144,C 4431 2102;2296690;eur
2018071;MERCREDI;13/06/2018;13/08/2018;20;48;15;29;49;1;15-20-29-48-49+1;0;3000000;2;100000;37;1000;336;500;1243;50;14725;20;19656;10;224779;5;272675;2,2;10;20000;F 3509 3843,H 3246 8091,K 0462 7518,Q 9129 5988,Q 9121 0153,F 5435 0383,U 2987 0793,H 8918 5696,O 2460 4530,B 8255 2475;7877021;eur
2018070;LUNDI   ;11/06/2018;11/08/2018;44;41;49;25;14;4;14-25-41-44-49+4;0;2000000;0;100000;22;1000;211;500;1192;50;10447;20;17472;10;159650;5;269034;2,2;10;20000;N 1399 8522,F 1399 8888,F 5213 0319,G 0189 0103,N 3623 9410,H 4166 2735,G 7455 7373,S 7905 1147,P 0042 9519,N 2565 5467;9363287;eur
2018069;SAMEDI  ;09/06/2018;09/08/2018;7;16;5;9;12;10;5-7-9-12-16+10;1;5000000;23;100000;153;1000;2297;500;4069;50;54833;20;39186;10;513378;5;369535;2,2;10;20000;I 6602 9701,E 3320 2133,D 1177 8774,U 9581 9219,F 4253 0600,C 5317 9648,D 5441 5510,F 5251 0999,Q 4023 5754,C 3077 8673;4207414;eur
2018068;MERCREDI;06/06/2018;06/08/2018;43;5;33;6;47;2;5-6-33-43-47+2;0;4000000;0;100000;14;1000;248;500;1247;50;13859;20;20028;10;230807;5;294579;2,2;10;20000;O 4603 6321,H 5348 0934,A 9383 4296,S 1715 7984,F 9314 8199,L 3606 0665,Q 6321 8310,R 2018 5556,G 7233 2411,L 5603 9227;6115507;eur
2018067;LUNDI   ;04/06/2018;04/08/2018;8;38;48;16;35;2;8-16-35-38-48+2;0;3000000;1;100000;20;1000;223;500;959;50;10534;20;14903;10;160149;5;230022;2,2;10;20000;A 4843 3856,R 6044 1028,A 1274 5584,K 7437 8133,U 5951 2121,S 6764 1469,K 6057 7862,B 4477 7943,B 4113 8342,T 0805 1842;3904418;eur
2018066;SAMEDI  ;02/06/2018;02/08/2018;18;13;31;7;35;4;7-13-18-31-35+4;0;2000000;3;100000;73;1000;669;500;3023;50;28322;20;41040;10;372552;5;470650;2,2;10;20000;K 9724 9410,C 0113 9176,U 5742 1476,K 1346 5915,D 7786 8069,B 1534 2319,F 2543 2898,O 5849 9145,R 2273 7701,G 3436 7604;216114;eur
2018065;MERCREDI;30/05/2018;30/07/2018;4;44;41;36;33;6;4-33-36-41-44+6;1;12000000;1;100000;33;1000;289;500;1484;50;14082;20;22353;10;219122;5;385002;2,2;10;20000;H 9693 2239,H 7663 8319,O 9245 6483,M 7918 9677,F 3432 7506,T 1030 8575,K 1122 9062,H 4929 8467,M 7177 7829,N 8408 9889;6083860;eur
2018064;LUNDI   ;28/05/2018;28/07/2018;35;10;25;21;23;10;10-21-23-25-35+10;0;11000000;0;100000;32;1000;334;500;1393;50;15954;20;18550;10;223393;5;235323;2,2;10;20000;D 5275 0826,F 2008 9622,P 8617 0802,V 1520 5792,C 5684 2376,O 2976 9048,E 4958 0646,L 8291 3452,J 1849 1542,V 9812 9084;9145726;eur
2018063;SAMEDI  ;26/05/2018;26/07/2018;26;24;2;43;3;8;2-3-24-26-43+8;0;10000000;0;100000;54;1000;500;500;2882;50;25093;20;44908;10;394583;5;600576;2,2;10;20000;J 9393 1430,L 5311 9798,L 2286 0482,U 6657 2492,K 7592 9645,T 3035 7612,H 1480 5109,G 5468 9197,B 5984 5953,H 1695 3555;7474710;eur
2018062;MERCREDI;23/05/2018;23/07/2018;14;29;3;36;25;9;3-14-25-29-36+9;0;8000000;0;100000;46;1000;475;500;1785;50;16695;20;25340;10;242275;5;348790;2,2;10;20000;J 7263 9973,E 0185 8356,S 2741 3678,A 8326 2864,P 6053 8542,Q 8991 3839,K 9936 2251,O 0797 4349,E 5397 9457,J 3097 2740;7960400;eur
2018061;LUNDI   ;21/05/2018;21/07/2018;20;4;46;16;5;5;4-5-16-20-46+5;0;7000000;3;100000;47;1000;261;500;1858;50;12893;20;24055;10;173951;5;290738;2,2;10;20000;V 9810 5378,S 3150 9971,Q 5776 8676,J 8440 7034,L 7103 3592,V 8154 4833,R 4784 4115,O 8053 2732,R 4905 2240,N 9399 4179;4687804;eur
2018060;SAMEDI  ;19/05/2018;19/07/2018;5;47;30;45;12;9;5-12-30-45-47+9;0;6000000;4;100000;59;1000;530;500;2749;50;24370;20;37826;10;343514;5;472242;2,2;10;20000;C 4460 3371,G 3628 4807,E 4736 3681,J 4466 1976,M 5044 2549,F 2806 4060,T 7312 8858,D 7168 5601,S 2446 0146,T 3868 2433;5876114;eur
2018059;MERCREDI;16/05/2018;16/07/2018;44;37;7;23;41;8;7-23-37-41-44+8;0;5000000;4;100000;44;1000;419;500;1734;50;15692;20;24372;10;225315;5;355978;2,2;10;20000;J 6361 5979,M 3060 6112,M 4836 8825,E 4845 0949,F 8681 0693,P 0253 5070,E 0192 9263,N 4546 5972,V 0969 5386,V 9791 3459;4767902;eur
2018058;LUNDI   ;14/05/2018;14/07/2018;40;33;23;1;5;8;1-5-23-33-40+8;0;4000000;2;100000;37;1000;270;500;1327;50;12963;20;20831;10;191599;5;278388;2,2;10;20000;N 3658 0731,C 2561 1589,D 9192 2484,C 5821 5164,H 1119 2974,S 1073 9932,E 8560 0989,A 4547 5386,C 4281 7778,K 8193 1669;7737110;eur
2018057;SAMEDI  ;12/05/2018;12/07/2018;6;23;9;47;5;10;5-6-9-23-47+10;0;3000000;9;100000;46;1000;682;500;2308;50;30713;20;30869;10;387626;5;344162;2,2;10;20000;V 3964 6182,G 0212 6111,K 5482 1328,O 2359 1234,F 7425 0628,U 7549 0729,G 4964 8842,S 5981 4552,Q 6333 7277,G 7816 9132;1613056;eur
2018056;MERCREDI;09/05/2018;09/07/2018;10;23;35;34;5;6;5-10-23-34-35+6;0;2000000;2;100000;36;1000;267;500;1599;50;15877;20;22715;10;232481;5;307046;2,2;10;20000;U 8836 2832,S 2857 3361,R 9840 6015,R 3924 1944,L 6936 0245,I 4757 7098,I 1189 9302,J 9276 3068,M 3694 5677,J 7256 0805;2601006;eur
2018055;LUNDI   ;07/05/2018;07/07/2018;43;13;10;23;46;6;10-13-23-43-46+6;1;2000000;1;100000;38;1000;338;500;1504;50;14179;20;19873;10;195522;5;252185;2,2;10;20000;R 3137 6987,F 0845 8185,K 3580 0934,E 7390 9799,S 6123 3135,C 2713 4404,V 9771 4471,Q 6931 7500,A 8195 8752,N 4862 9511;4156001;eur
2018054;SAMEDI  ;05/05/2018;05/07/2018;9;30;47;41;15;5;9-15-30-41-47+5;1;2000000;0;100000;45;1000;396;500;2368;50;18674;20;38076;10;290494;5;555760;2,2;10;20000;A 8183 2668,V 3391 6722,N 3379 2757,R 7410 9836,O 2958 5092,H 3061 3892,A 2572 9495,H 5930 3846,E 1576 8902,F 6366 1417;9881262;eur
2018053;MERCREDI;02/05/2018;02/07/2018;8;1;14;10;21;10;1-8-10-14-21+10;2;4500000;3;100000;57;1000;900;500;2321;50;28678;20;25738;10;317928;5;265235;2,2;10;20000;V 0593 5402,P 4759 4068,A 7101 0235,B 2427 2697,J 2034 1320,H 1730 2866,T 5312 0880,E 9739 5340,S 8164 6315,D 5269 4606;3719127;eur
2018052;LUNDI   ;30/04/2018;30/06/2018;43;48;49;36;7;7;7-36-43-48-49+7;0;8000000;1;100000;46;1000;193;500;2048;50;11397;20;31011;10;170450;5;460886;2,2;10;20000;N 4387 9756,D 3647 6395,J 7285 4225,Q 0553 6573,M 2070 1492,M 2353 4866,R 3332 7695,E 7823 6091,B 9519 2486,L 1505 7069;9780714;eur
2018051;SAMEDI  ;28/04/2018;28/06/2018;36;14;40;31;47;2;14-31-36-40-47+2;0;7000000;0;100000;41;1000;307;500;1614;50;16542;20;24571;10;267892;5;430687;2,2;10;20000;H 1007 2568,M 1392 1777,G 8119 8896,H 2386 6876,D 9819 7997,D 1569 0642,C 9416 2627,G 9307 7092,S 1967 1496,T 7105 6211;1224572;eur
2018050;MERCREDI;25/04/2018;25/06/2018;21;23;5;10;36;1;5-10-21-23-36+1;0;6000000;2;100000;37;1000;462;500;1731;50;20618;20;22658;10;276778;5;278099;2,2;10;20000;L 0123 1105,O 3010 7217,R 3232 9583,P 6950 8229,Q 6036 4557,V 8206 9723,N 8420 1274,U 7788 8953,G 0624 6000,O 0896 3322;4431995;eur
2018049;LUNDI   ;23/04/2018;23/06/2018;2;33;20;29;32;8;2-20-29-32-33+8;0;5000000;0;100000;17;1000;187;500;1081;50;9382;20;18010;10;163561;5;279943;2,2;10;20000;I 5863 4625,A 1439 2516,H 9744 1189,C 2717 6429,L 5451 2663,M 7144 2051,H 1363 9638,D 2215 0075,E 3212 4443,F 1385 6658;3152451;eur
2018048;SAMEDI  ;21/04/2018;21/06/2018;26;20;2;11;39;5;2-11-20-26-39+5;0;4000000;2;100000;68;1000;578;500;3280;50;25100;20;43285;10;335459;5;549174;2,2;10;20000;D 5825 0716,P 6694 1216,P 3200 5957,K 9587 2064,C 9279 3806,R 7784 7669,F 0748 1071,V 9714 0094,N 6425 3701,B 8102 1320;8361186;eur
2018047;MERCREDI;18/04/2018;18/06/2018;18;11;38;17;46;8;11-17-18-38-46+8;0;3000000;0;100000;29;1000;290;500;1613;50;14506;20;26460;10;229434;5;349851;2,2;10;20000;T 4941 2402,Q 3957 1298,G 0531 2950,D 8071 7381,O 8852 2081,J 8866 8645,H 5328 9380,M 4087 2322,K 3945 2676,L 2929 3661;9931510;eur
2018046;LUNDI   ;16/04/2018;16/06/2018;16;25;6;21;26;5;6-16-21-25-26+5;0;2000000;2;100000;57;1000;441;500;2199;50;16400;20;27232;10;202235;5;319212;2,2;10;20000;J 8175 0584,S 0994 9939,C 7395 2676,Q 3819 0391,D 2759 0086,G 7889 7721,H 3664 0039,A 3588 1515,D 4211 0194,S 7685 9056;1831997;eur
2018045;SAMEDI  ;14/04/2018;14/06/2018;24;5;49;36;1;7;1-5-24-36-49+7;1;14000000;3;100000;93;1000;623;500;4126;50;25046;20;58205;10;335267;5;764651;2,2;10;20000;O 2266 2940,B 7473 3932,E 8698 6064,R 7763 7759,J 1833 3281,V 9676 3370,N 7361 9210,C 3675 9788,U 5708 1067,F 6744 8389;7015124;eur
2018044;MERCREDI;11/04/2018;11/06/2018;40;46;32;17;1;8;1-17-32-40-46+8;0;6000000;2;100000;30;1000;284;500;1314;50;11772;20;21560;10;193319;5;362730;2,2;10;20000;I 3252 3498,Q 2077 6507,C 8402 4709,L 2741 0500,G 8435 5242,Q 4609 1774,R 6408 3231,C 5022 4365,N 4638 4912,Q 4317 7326;1183013;eur
2018043;LUNDI   ;09/04/2018;09/06/2018;1;32;20;28;42;6;1-20-28-32-42+6;0;5000000;1;100000;14;1000;220;500;1120;50;11221;20;17941;10;178725;5;264814;2,2;10;20000;O 7383 8177,B 3137 8051,P 8065 3180,N 0033 5977,B 3867 2470,V 9677 0650,Q 3899 0399,P 3623 2659,F 0796 2681,G 5503 7027;617548;eur
2018042;SAMEDI  ;07/04/2018;07/06/2018;26;34;10;45;7;7;7-10-26-34-45+7;0;4000000;3;100000;76;1000;443;500;4267;50;22350;20;61252;10;320869;5;739201;2,2;10;20000;U 7780 7400,B 9450 4728,F 3998 3970,S 4470 6747,A 4251 7999,A 5211 8994,N 1735 0497,Q 2062 5790,G 8394 1348,D 2356 7513;4500838;eur
2018041;MERCREDI;04/04/2018;04/06/2018;19;40;22;45;36;6;19-22-36-40-45+6;0;3000000;2;100000;42;1000;320;500;1476;50;14112;20;22198;10;209808;5;330808;2,2;10;20000;O 0872 6760,K 9061 8087,T 6948 0912,Q 9181 4034,G 3288 4497,J 4693 1158,R 5877 1642,D 1810 7133,U 4090 5320,P 1562 4770;8916971;eur
2018040;LUNDI   ;02/04/2018;02/06/2018;28;34;18;13;14;2;13-14-18-28-34+2;0;2000000;1;100000;27;1000;251;500;1016;50;12451;20;15496;10;179543;5;189103;2,2;10;20000;K 6359 6984,M 7102 2657,H 9396 2638,K 5715 9631,K 9159 6601,K 6971 2974,C 9611 6801,D 2048 4691,V 9657 4632,U 7287 4283;5752128;eur
2018039;SAMEDI  ;31/03/2018;31/05/2018;42;2;41;18;31;8;2-18-31-41-42+8;1;4000000;3;100000;41;1000;362;500;2037;50;17728;20;33405;10;292210;5;513727;2,2;10;20000;E 0281 4590,F 6618 0639,N 1847 5637,H 3943 0764,T 3784 5579,M 6574 4055,T 1243 8886,E 9139 7722,T 7541 3153,S 1676 8068;3232786;eur
2018038;MERCREDI;28/03/2018;28/05/2018;43;39;15;5;45;10;5-15-39-43-45+10;0;3000000;0;100000;20;1000;276;500;1129;50;13635;20;17163;10;206904;5;254991;2,2;10;20000;N 1346 5889,T 7324 6909,F 8288 3867,P 0336 0664,F 9863 3326,K 5235 5718,E 1798 0499,M 8583 3968,F 5521 3256,O 6134 7514;7280176;eur
2018037;LUNDI   ;26/03/2018;26/05/2018;27;17;37;10;4;10;4-10-17-27-37+10;0;2000000;4;100000;39;1000;470;500;1270;50;17735;20;16528;10;212411;5;192510;2,2;10;20000;C 9658 1732,Q 9606 6808,C 7641 0624,L 2754 9831,V 5017 1684,C 0443 5785,E 2197 5417,E 2273 4597,P 7194 0407,L 7584 7870;91974;eur
2018036;SAMEDI  ;24/03/2018;24/05/2018;31;11;44;35;26;9;11-26-31-35-44+9;1;13000000;4;100000;55;1000;501;500;2563;50;24501;20;37794;10;354905;5;556483;2,2;10;20000;A 0342 1720,J 1395 9032,C 4713 9038,I 7023 2731,V 4906 0188,M 5199 9276,F 2465 4013,L 7668 9351,U 5944 1144,R 7858 9191;562959;eur
2018035;MERCREDI;21/03/2018;21/05/2018;31;45;21;30;29;2;21-29-30-31-45+2;0;12000000;0;100000;32;1000;299;500;1504;50;15626;20;22534;10;251911;5;346256;2,2;10;20000;P 4062 8762,V 9619 5018,R 6748 9644,D 1633 9388,M 2766 0370,H 2524 5688,D 3690 9587,G 8792 8356,K 6519 8671,K 3967 3385;286664;eur
2018034;LUNDI   ;19/03/2018;19/05/2018;20;15;27;46;24;10;15-20-24-27-46+10;0;11000000;3;100000;54;1000;493;500;1445;50;17645;20;18013;10;227399;5;240475;2,2;10;20000;M 7706 2731,J 7095 5799,Q 2071 5135,B 9369 7294,O 8453 8607,E 4616 5991,T 2030 6928,A 6805 5815,A 3542 0364,G 7261 0317;3996975;eur
2018033;SAMEDI  ;17/03/2018;17/05/2018;48;43;36;30;13;9;13-30-36-43-48+9;0;10000000;2;100000;59;1000;465;500;2412;50;21034;20;35558;10;319457;5;537793;2,2;10;20000;G 5483 2214,R 2702 9214,C 8697 1002,F 3755 6330,C 4836 7253,G 0987 1503,D 7011 5067,F 7771 5156,J 9508 3593,P 0878 2633;6816400;eur
2018032;MERCREDI;14/03/2018;14/05/2018;36;46;13;4;3;10;3-4-13-36-46+10;0;9000000;0;100000;32;1000;287;500;1369;50;16698;20;22482;10;274438;5;308845;2,2;10;20000;J 4616 5879,R 5000 4877,D 2477 5037,G 1872 7572,K 5096 1083,J 6188 1058,O 4252 7542,M 5366 7035,J 3970 4191,D 5561 0208;5231771;eur
2018031;LUNDI   ;12/03/2018;12/05/2018;27;7;10;38;13;8;7-10-13-27-38+8;0;8000000;5;100000;65;1000;696;500;2552;50;24269;20;30754;10;274440;5;327414;2,2;10;20000;G 6953 7659,P 4040 9691,B 2752 2616,K 3816 3318,N 4738 6660,E 7178 1388,S 7622 2010,A 8776 2105,T 3330 6193,T 8556 3657;9923884;eur
2018030;SAMEDI  ;10/03/2018;10/05/2018;5;47;23;21;18;6;5-18-21-23-47+6;0;7000000;5;100000;70;1000;609;500;2811;50;27580;20;38814;10;382713;5;493508;2,2;10;20000;L 8265 5542,T 3212 7851,Q 0411 5863,M 7587 8336,U 2083 0606,P 9722 5124,C 6046 9028,I 2999 3253,N 5146 0320,K 6147 9726;5416637;eur
2018029;MERCREDI;07/03/2018;07/05/2018;13;6;18;36;37;5;6-13-18-36-37+5;0;6000000;1;100000;40;1000;364;500;2088;50;17400;20;32713;10;258748;5;445251;2,2;10;20000;S 5586 3078,C 1726 9564,D 6198 2184,S 5823 2515,U 0547 4092,C 8477 1418,V 5663 9807,O 8328 7807,T 0236 2244,S 4392 0076;3123027;eur
2018028;LUNDI   ;05/03/2018;05/05/2018;44;38;25;17;41;9;17-25-38-41-44+9;0;5000000;2;100000;24;1000;256;500;1225;50;11703;20;17888;10;172475;5;282865;2,2;10;20000;M 7365 0279,O 8295 6116,J 0265 2369,F 4533 3294,A 5907 4427,V 9543 6531,L 1239 5484,J 1028 2890,V 9548 9616,Q 9758 5962;2890673;eur
2018027;SAMEDI  ;03/03/2018;03/05/2018;3;4;8;2;31;9;2-3-4-8-31+9;0;4000000;4;100000;55;1000;722;500;3022;50;30467;20;38934;10;385410;5;483248;2,2;10;20000;Q 2914 2295,U 8296 8129,A 2286 1209,O 0070 5437,B 3802 6610,I 2786 2747,K 6889 9985,D 0849 0697,K 7666 7450,E 4537 2967;6534042;eur
2018026;MERCREDI;28/02/2018;30/04/2018;42;5;49;31;28;7;5-28-31-42-49+7;0;3000000;2;100000;77;1000;347;500;2928;50;14998;20;39328;10;217488;5;549874;2,2;10;20000;E 0414 3325,S 8446 0014,A 2289 8779,E 2947 4290,J 1498 9089,Q 2579 9284,K 1465 1070,O 3955 0263,L 2468 2972,K 7096 9329;5377689;eur
2018025;LUNDI   ;26/02/2018;28/04/2018;13;34;39;42;37;3;13-34-37-39-42+3;0;2000000;3;100000;34;1000;216;500;1331;50;11078;20;17702;10;153986;5;286479;2,2;10;20000;K 5843 2681,Q 5710 5829,D 7865 2580,R 7449 0375,R 7632 4247,S 6990 6471,F 5564 9978,O 8315 2892,F 3022 2257,O 8405 9069;3014806;eur
2018024;SAMEDI  ;24/02/2018;26/04/2018;12;6;9;31;43;3;6-9-12-31-43+3;1;3000000;5;100000;93;1000;748;500;3942;50;31938;20;47919;10;400649;5;529629;2,2;10;20000;H 7899 6319,U 2921 8461,H 4530 4805,E 1167 2025,U 0946 6176,A 4920 2964,H 1791 7166,R 8313 2244,M 9882 8023,U 1122 4617;4585591;eur
2018023;MERCREDI;21/02/2018;23/04/2018;12;41;2;28;16;1;2-12-16-28-41+1;0;2000000;0;100000;42;1000;502;500;1625;50;21113;20;22671;10;280747;5;280005;2,2;10;20000;Q 7866 2693,I 3680 4357,L 1251 4847,L 9401 5482,U 4321 5148,Q 6952 4231,O 7868 9409,N 5703 7033,D 3801 1526,L 2278 5651;4894883;eur
2018022;LUNDI   ;19/02/2018;21/04/2018;32;9;8;29;28;2;8-9-28-29-32+2;1;12000000;1;100000;25;1000;370;500;1477;50;16182;20;23733;10;252437;5;299231;2,2;10;20000;T 4055 9141,V 9501 8112,I 0087 2213,N 8822 6025,F 7676 1073,M 5157 5958,U 9157 1911,P 0169 0513,N 2943 6371,M 2303 1818;6791332;eur
2018021;SAMEDI  ;17/02/2018;19/04/2018;49;48;14;22;38;9;14-22-38-48-49+9;0;11000000;2;100000;56;1000;563;500;2858;50;24735;20;39273;10;359839;5;566312;2,2;10;20000;G 7573 3093,J 9817 0015,U 0512 5333,O 3594 8446,C 4812 3590,Q 3936 0699,M 8582 9916,T 6667 7035,D 6262 3630,V 6375 2716;3464264;eur
2018020;MERCREDI;14/02/2018;16/04/2018;13;3;44;19;5;4;3-5-13-19-44+4;0;10000000;4;100000;81;1000;976;500;3923;50;40021;20;49067;10;473793;5;545526;2,2;10;20000;J 4752 8554,T 4845 5362,Q 4075 4161,O 6864 3110,F 1554 9563,J 1216 7601,J 9671 4258,S 1080 9111,L 9618 3105,J 7406 0251;94132;eur
2018019;LUNDI   ;12/02/2018;14/04/2018;27;35;48;3;32;9;3-27-32-35-48+9;0;5000000;1;100000;24;1000;205;500;1199;50;10846;20;19250;10;172095;5;300908;2,2;10;20000;U 8456 3560,V 5992 9447,P 7386 2472,Q 1204 2746,R 5746 2763,A 4826 4671,M 5047 5220,B 0172 3098,V 6626 0069,M 0295 3606;6552577;eur
2018018;SAMEDI  ;10/02/2018;12/04/2018;19;31;2;40;42;5;2-19-31-40-42+5;0;4000000;2;100000;50;1000;448;500;2640;50;21107;20;40820;10;318269;5;600289;2,2;10;20000;H 9673 6133,O 1284 4820,R 7498 3128,O 0667 2903,T 0999 0504,N 8522 8213,K 5616 8458,K 1833 5602,F 3242 8983,Q 4211 6197;7032637;eur
2018017;MERCREDI;07/02/2018;09/04/2018;44;13;17;48;33;3;13-17-33-44-48+3;0;3000000;1;100000;52;1000;443;500;2245;50;17883;20;29241;10;243451;5;380188;2,2;10;20000;V 8130 9327,D 0164 2502,P 6842 1669,E 4015 6585,M 7939 5337,U 5645 2921,K 8205 6088,V 3573 6088,G 4972 6244,N 8567 8902;8773936;eur
2018016;LUNDI   ;05/02/2018;07/04/2018;7;29;1;30;45;7;1-7-29-30-45+7;0;2000000;2;100000;68;1000;295;500;2598;50;12947;20;37381;10;189966;5;427223;2,2;10;20000;L 0695 6939,V 6646 7126,S 0324 2343,H 4188 7803,H 2278 1245,G 9309 0862,J 4351 9521,F 4249 8292,C 1008 5869,S 4729 0202;9481512;eur
2018015;SAMEDI  ;03/02/2018;05/04/2018;22;9;23;38;13;4;9-13-22-23-38+4;1;2000000;5;100000;68;1000;722;500;3535;50;32869;20;45005;10;410529;5;490667;2,2;10;20000;L 8146 8690,G 8028 6946,T 4797 7264,T 0090 3902,R 8609 7779,N 8649 4342,K 8719 1655,U 1343 9921,C 5099 6741,R 6409 0070;3815419;eur
2018014;MERCREDI;31/01/2018;02/04/2018;29;26;16;4;49;1;4-16-26-29-49+1;1;5000000;4;100000;34;1000;488;500;1613;50;19975;20;22798;10;265763;5;291498;2,2;10;20000;M 9857 4994,L 3280 9776,C 3638 1130,G 2631 4990,F 8257 7892,Q 5553 4536,V 9427 9548,K 2798 3022,R 4358 9200,U 8146 0899;4978647;eur
2018013;LUNDI   ;29/01/2018;31/03/2018;11;32;27;36;21;6;11-21-27-32-36+6;0;4000000;1;100000;16;1000;260;500;1396;50;11809;20;20253;10;183816;5;276081;2,2;10;20000;P 9007 8093,G 8826 0461,C 1932 8074,P 0700 4034,R 9591 6007,O 1730 1424,C 2612 3321,N 0577 6998,J 6880 3113,N 3734 1510;2051949;eur
2018012;SAMEDI  ;27/01/2018;29/03/2018;45;10;9;34;39;10;9-10-34-39-45+10;0;3000000;0;100000;25;1000;353;500;1717;50;18215;20;26652;10;308616;5;377799;2,2;10;20000;T 5573 6532,T 7734 6435,O 8441 6104,J 7801 0306,V 7173 1838,V 1057 6319,D 1953 8834,T 2499 6673,V 5076 5066,R 9906 3166;2154064;eur
2018011;MERCREDI;24/01/2018;26/03/2018;9;37;35;23;28;5;9-23-28-35-37+5;0;2000000;2;100000;34;1000;298;500;2030;50;14906;20;30477;10;221922;5;423051;2,2;10;20000;J 3816 5635,B 8284 1116,G 9584 6590,O 2233 9911,P 0602 1783,B 7409 6067,K 8546 2851,H 5179 6809,E 8710 1070,U 5716 9704;9151064;eur
2018010;LUNDI   ;22/01/2018;24/03/2018;31;11;16;1;14;2;1-11-14-16-31+2;1;5000000;1;100000;41;1000;527;500;1656;50;18408;20;20359;10;231142;5;243970;2,2;10;20000;O 2029 7937,V 1797 6180,Q 2512 0087,R 3740 2100,N 1641 2356,I 7916 5375,D 3439 7729,T 9993 0981,N 8042 4777,V 2709 3593;3658313;eur
2018009;SAMEDI  ;20/01/2018;22/03/2018;44;32;27;38;46;7;27-32-38-44-46+7;0;4000000;3;100000;65;1000;406;500;2786;50;17314;20;43013;10;254911;5;786928;2,2;10;20000;J 9510 3556,E 9460 2672,V 8170 5970,F 3959 5890,V 9396 6392,A 5667 7001,P 6713 7194,L 9824 6749,J 3621 6032,A 9519 8454;1991492;eur
2018008;MERCREDI;17/01/2018;19/03/2018;16;25;40;49;4;3;4-16-25-40-49+3;0;3000000;1;100000;34;1000;350;500;1620;50;15417;20;24844;10;231019;5;380918;2,2;10;20000;U 3932 2922,O 6358 2675,O 4471 8341,D 8404 8443,H 9583 9910,G 5402 5236,M 0714 2902,H 0632 0623,S 2402 2381,N 9943 9439;9839727;eur
2018007;LUNDI   ;15/01/2018;17/03/2018;15;28;22;2;5;2;2-5-15-22-28+2;0;2000000;2;100000;63;1000;657;500;2198;50;20194;20;23399;10;233935;5;226953;2,2;10;20000;A 5510 0346,B 0171 6076,T 4129 9018,E 5120 7903,C 2384 3388,G 7962 0045,M 6671 1900,R 8298 7122,D 3483 0954,C 2202 7719;543937;eur
2018006;SAMEDI  ;13/01/2018;15/03/2018;48;35;20;31;36;10;20-31-35-36-48+10;1;4000000;3;100000;30;1000;318;500;1564;50;16236;20;24308;10;269699;5;408415;2,2;10;20000;D 9160 6048,S 6498 6828,F 5005 9445,R 7745 3892,D 7472 5353,P 4524 1777,L 5500 5048,A 3099 0616,M 9106 2170,F 9574 5311;4566954;eur
2018005;MERCREDI;10/01/2018;12/03/2018;7;49;18;9;16;3;7-9-16-18-49+3;0;3000000;8;100000;67;1000;606;500;2801;50;25193;20;36743;10;314234;5;381433;2,2;10;20000;Q 2862 7922,E 0024 4004,H 9452 5418,K 3921 5354,U 0392 9200,E 5421 7439,T 7846 9412,T 0537 4443,N 9896 8947,V 9372 2171;7557271;eur
2018004;LUNDI   ;08/01/2018;10/03/2018;8;44;37;43;45;2;8-37-43-44-45+2;0;2000000;0;100000;17;1000;196;500;987;50;10277;20;15167;10;158301;5;257292;2,2;10;20000;T 1242 3233,F 1283 3643,E 3815 9056,T 4523 3231,P 0926 6459,T 9923 2612,P 5720 6794,V 9367 0261,H 1127 4974,G 4007 8231;6482414;eur
2018003;SAMEDI  ;06/01/2018;08/03/2018;45;40;17;6;31;9;6-17-31-40-45+9;1;4000000;0;100000;60;1000;447;500;2275;50;20914;20;35050;10;328051;5;513795;2,2;10;20000;H 6456 2648,T 8417 0753,F 4242 8969,G 3195 3679,M 7262 5552,V 6861 3059,C 6045 3723,F 1639 4309,R 3690 0312,I 1921 1620;6989246;eur
