annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;;;;;;;;;
2013140;SAMEDI  ;23/11/2013;23/01/2014;4;2;48;12;33;9;2-4-12-33-48+9;0;0;1;309457,3;644;1034,1;29821;9,6;419472;4,9;547399;2;7767209;eur;;;;;;;;;
2013139;MERCREDI;20/11/2013;20/01/2014;35;28;46;14;18;1;14-18-28-35-46+1;0;0;3;74068,6;338;1414,8;17333;11,9;249232;5,9;316400;2;3888123;eur;;;;;;;;;
2013138;LUNDI   ;18/11/2013;18/01/2014;36;46;29;3;28;10;3-28-29-36-46+10;0;0;0;0;185;2836,6;10447;14,8;181761;6,1;232480;2;9579927;eur;;;;;;;;;
2013137;SAMEDI  ;16/11/2013;16/01/2014;38;44;20;29;33;8;20-29-33-38-44+8;0;0;2;153665,6;533;1240,9;21910;13;328050;6,2;562916;2;2326326;eur;;;;;;;;;
2013136;MERCREDI;13/11/2013;13/01/2014;7;38;16;36;47;6;7-16-36-38-47+6;0;0;0;0;394;1776,1;16195;12,7;251252;5,8;424952;2;8558918;eur;;;;;;;;;
2013135;LUNDI   ;11/11/2013;11/01/2014;42;48;32;12;16;9;12-16-32-42-48+9;0;0;0;0;221;1954;10309;12,3;152988;5,9;237031;2;7962909;eur;;;;;;;;;
2013134;SAMEDI  ;09/11/2013;09/01/2014;39;33;12;30;9;4;9-12-30-33-39+4;2;2000000;1;309804,8;575;1159,5;27769;10,4;416551;4,9;549998;2;3491437;eur;;;;;;;;;
2013133;MERCREDI;06/11/2013;06/01/2014;20;40;30;16;6;3;6-16-20-30-40+3;0;0;6;36882,4;642;741,8;23641;8,7;283454;5,2;419492;2;3353482;eur;;;;;;;;;
2013132;LUNDI   ;04/11/2013;04/01/2014;13;18;8;24;15;6;8-13-15-18-24+6;0;0;5;31157,4;643;521,4;22043;6,5;253991;4;310350;2;8044832;eur;;;;;;;;;
2013131;SAMEDI  ;02/11/2013;02/01/2014;7;12;4;13;18;9;4-7-12-13-18+9;3;1666667;3;99657,9;1684;382;54296;5,1;571320;3,4;529101;2;5904320;eur;;;;;;;;;
2013130;MERCREDI;30/10/2013;30/12/2013;46;48;14;21;35;1;14-21-35-46-48+1;0;0;2;110381,5;317;1498,8;15198;13,5;223608;6,5;307454;2;9559745;eur;;;;;;;;;
2013129;LUNDI   ;28/10/2013;28/12/2013;44;32;8;14;23;8;8-14-23-32-44+8;0;0;4;40029,1;381;904,4;14381;10,3;197038;5,4;287165;2;3544597;eur;;;;;;;;;
2013128;SAMEDI  ;26/10/2013;26/12/2013;40;3;35;42;47;7;3-35-40-42-47+7;0;0;0;0;343;2710,9;18996;14,4;292446;6,7;862259;2;6611136;eur;;;;;;;;;
2013127;MERCREDI;23/10/2013;23/12/2013;5;11;20;22;10;3;5-10-11-20-22+3;3;5000000;4;63835,9;1349;407,3;44456;5,3;461092;3,6;489617;2;1929530;eur;;;;;;;;;
2013126;LUNDI   ;21/10/2013;21/12/2013;25;32;35;17;36;7;17-25-32-35-36+7;0;0;2;96210,2;275;1505,9;13879;12,9;205273;6,2;549752;2;2315388;eur;;;;;;;;;
2013125;SAMEDI  ;19/10/2013;19/12/2013;33;49;44;8;25;1;8-25-33-44-49+1;0;0;2;172022,6;716;1034,1;29526;10,8;423998;5,4;488951;2;2744262;eur;;;;;;;;;
2013124;MERCREDI;16/10/2013;16/12/2013;9;12;40;23;14;8;9-12-14-23-40+8;0;0;2;125602,1;597;905,5;28477;8,2;380502;4,3;449948;2;2865806;eur;;;;;;;;;
2013123;LUNDI   ;14/10/2013;14/12/2013;21;35;19;15;33;4;15-19-21-33-35+4;0;0;1;192587,6;332;1248,4;15419;11,6;239410;5,3;364891;2;693787;eur;;;;;;;;;
2013122;SAMEDI  ;12/10/2013;12/12/2013;24;32;22;4;17;8;4-17-22-24-32+8;0;0;3;133401,7;893;964,5;39937;9,3;553950;4,8;739667;2;8520376;eur;;;;;;;;;
2013121;MERCREDI;09/10/2013;09/12/2013;1;26;18;20;12;2;1-12-18-20-26+2;0;0;3;73706,6;867;548,8;29177;7;345335;4,2;329547;2;9094524;eur;;;;;;;;;
2013120;LUNDI   ;07/10/2013;07/12/2013;16;31;6;46;15;5;6-15-16-31-46+5;0;0;2;79632;268;1278,9;13154;11,2;192544;5,5;351568;2;980081;eur;;;;;;;;;
2013119;SAMEDI  ;05/10/2013;05/12/2013;9;7;14;27;38;9;7-9-14-27-38+9;1;2000000;6;50308;1005;646,3;40610;6,9;488673;4,1;528310;2;3955155;eur;;;;;;;;;
2013118;MERCREDI;02/10/2013;02/12/2013;11;21;39;17;6;7;6-11-17-21-39+7;1;6000000;1;230667,7;604;821,9;27193;7,9;345861;4,4;686750;2;6719808;eur;;;;;;;;;
2013117;LUNDI   ;30/09/2013;30/11/2013;10;26;45;15;28;9;10-15-26-28-45+9;0;0;1;165437;367;970,1;15961;9,6;225575;4,8;287811;2;575126;eur;;;;;;;;;
2013116;SAMEDI  ;28/09/2013;28/11/2013;34;29;45;1;9;5;1-9-29-34-45+5;0;0;1;301627,9;561;1157,1;25652;10,9;386750;5,1;645001;2;6344084;eur;;;;;;;;;
2013115;MERCREDI;25/09/2013;25/11/2013;6;2;44;43;12;5;2-6-12-43-44+5;0;0;4;53276,8;420;1092;20296;9,7;287555;4,9;469164;2;2587695;eur;;;;;;;;;
2013114;LUNDI   ;23/09/2013;23/11/2013;2;11;21;1;36;1;1-2-11-21-36+1;0;0;1;154029,7;322;1029,4;16237;8,8;218588;4,6;221042;2;9134865;eur;;;;;;;;;
2013113;SAMEDI  ;21/09/2013;21/11/2013;41;30;17;26;16;9;16-17-26-30-41+9;1;2000000;1;294655,2;501;1265,7;23921;11,4;357714;5,4;525164;2;6272972;eur;;;;;;;;;
2013112;MERCREDI;18/09/2013;18/11/2013;35;26;45;4;40;3;4-26-35-40-45+3;1;4000000;0;0;293;2411,9;14561;14,3;234962;6,3;423846;2;9170522;eur;;;;;;;;;
2013111;LUNDI   ;16/09/2013;16/11/2013;6;15;24;38;26;5;6-15-24-26-38+5;0;0;0;0;351;1460,3;15634;9,7;216014;5;369350;2;1440584;eur;;;;;;;;;
2013110;SAMEDI  ;14/09/2013;14/11/2013;49;18;28;24;43;7;18-24-28-43-49+7;0;0;1;287873,5;472;1312,6;22940;11,7;349215;5,4;858891;2;5197887;eur;;;;;;;;;
2013109;MERCREDI;11/09/2013;11/11/2013;35;13;7;6;23;2;6-7-13-23-35+2;0;0;3;71587,6;599;771,6;27499;7,2;356130;4;323489;2;7374232;eur;;;;;;;;;
2013108;LUNDI   ;09/09/2013;09/11/2013;22;23;35;3;5;7;3-5-22-23-35+7;0;0;1;158695,3;329;1038,1;15671;9,4;230702;4,5;462938;2;6653668;eur;;;;;;;;;
2013107;SAMEDI  ;07/09/2013;07/11/2013;25;24;44;11;1;3;1-11-24-25-44+3;2;3000000;4;77395,3;792;841,2;34123;8,4;458965;4,4;596429;2;1975114;eur;;;;;;;;;
2013106;MERCREDI;04/09/2013;04/11/2013;49;6;25;17;42;6;6-17-25-42-49+6;0;0;3;74373,7;456;1053;20491;10,1;294341;5;445452;2;2283531;eur;;;;;;;;;
2013105;LUNDI   ;02/09/2013;02/11/2013;46;16;20;41;8;8;8-16-20-41-46+8;0;0;1;163299;304;1156;12621;12;190318;5,7;304644;2;7768492;eur;;;;;;;;;
2013104;SAMEDI  ;31/08/2013;31/10/2013;26;3;2;33;14;7;2-3-14-26-33+7;0;0;6;48361,5;577;1082,3;25857;10,4;381651;5;844445;2;189762;eur;;;;;;;;;
2013103;MERCREDI;28/08/2013;28/10/2013;40;23;30;2;33;1;2-23-30-33-40+1;0;0;1;210140,8;232;1949,3;14394;13,6;240054;5,8;298351;2;7119688;eur;;;;;;;;;
2013102;LUNDI   ;26/08/2013;26/10/2013;49;1;9;14;25;10;1-9-14-25-49+10;1;6000000;6;27771,2;676;530,4;22457;6,9;252798;4,3;212187;2;5319935;eur;;;;;;;;;
2013101;SAMEDI  ;24/08/2013;24/10/2013;39;11;5;29;41;7;5-11-29-39-41+7;0;0;2;145283,7;623;1003,7;26439;10,2;383710;5;843082;2;3455713;eur;;;;;;;;;
2013100;MERCREDI;21/08/2013;21/10/2013;39;12;38;11;26;10;11-12-26-38-39+10;0;0;3;71086,2;352;1303,8;18570;10,7;284491;4,9;274916;2;8410887;eur;;;;;;;;;
2013099;LUNDI   ;19/08/2013;19/10/2013;40;25;2;3;46;9;2-3-25-40-46+9;0;0;0;0;208;2354,5;10812;13,4;180623;5,7;270967;2;1056215;eur;;;;;;;;;
2013098;SAMEDI  ;17/08/2013;17/10/2013;43;33;32;26;41;10;26-32-33-41-43+10;0;0;3;89549,8;344;1680,7;16040;15,6;257637;6,9;374168;2;2568333;eur;;;;;;;;;
2013097;MERCREDI;14/08/2013;14/10/2013;30;22;5;35;17;2;5-17-22-30-35+2;1;2000000;0;0;560;1206;21727;9,1;292153;4,8;320089;2;7958869;eur;;;;;;;;;
2013096;LUNDI   ;12/08/2013;12/10/2013;4;11;38;28;21;7;4-11-21-28-38+7;1;5000000;0;0;451;1140,7;18181;8,3;239647;4,5;472477;2;2674460;eur;;;;;;;;;
2013095;SAMEDI  ;10/08/2013;10/10/2013;19;5;41;15;24;5;5-15-19-24-41+5;0;0;5;58094,3;806;775,6;31663;8,5;415329;4,6;627772;2;4855605;eur;;;;;;;;;
2013094;MERCREDI;07/08/2013;07/10/2013;45;33;16;40;3;4;3-16-33-40-45+4;0;0;1;213919,3;314;1466,2;15069;13,2;233696;6,1;378469;2;1455549;eur;;;;;;;;;
2013093;LUNDI   ;05/08/2013;05/10/2013;24;39;11;6;43;4;6-11-24-39-43+4;0;0;7;21989,6;369;897,7;14424;9,9;205478;4,9;273606;2;9269902;eur;;;;;;;;;
2013092;SAMEDI  ;03/08/2013;03/10/2013;44;22;33;27;17;9;17-22-27-33-44+9;2;1000000;5;57061,6;838;732,7;32275;8,2;387395;4,9;498301;2;2007787;eur;;;;;;;;;
2013091;MERCREDI;31/07/2013;30/09/2013;28;31;23;41;8;7;8-23-28-31-41+7;1;4000000;1;218541,6;429;1096,3;19566;10,4;281826;5,1;650469;2;2356378;eur;;;;;;;;;
2013090;LUNDI   ;29/07/2013;28/09/2013;4;34;40;35;36;5;4-34-35-36-40+5;0;0;0;0;189;2643,3;8877;16,6;142525;7,4;357127;2;3468468;eur;;;;;;;;;
2013089;SAMEDI  ;27/07/2013;26/09/2013;35;44;29;37;10;4;10-29-35-37-44+4;0;0;2;142527,3;469;1308;21109;12,5;307207;6,1;505218;2;2676650;eur;;;;;;;;;
2013088;MERCREDI;24/07/2013;23/09/2013;27;37;19;36;44;3;19-27-36-37-44+3;1;4000000;1;216590,1;315;1479,8;15556;12,9;247774;5,8;418603;2;8888495;eur;;;;;;;;;
2013087;LUNDI   ;22/07/2013;21/09/2013;12;32;29;7;38;1;7-12-29-32-38+1;0;0;5;31615,3;346;983,2;15232;9,6;218525;4,8;226609;2;1448375;eur;;;;;;;;;
2013086;SAMEDI  ;20/07/2013;19/09/2013;48;28;9;17;30;7;9-17-28-30-48+7;0;0;2;145303,1;619;1010,3;28366;9,5;390983;4,9;839790;2;6332561;eur;;;;;;;;;
2013085;MERCREDI;17/07/2013;16/09/2013;16;8;17;48;31;4;8-16-17-31-48+4;2;1500000;5;44103,6;337;1408,2;18276;11,2;281377;5,2;391221;2;3999077;eur;;;;;;;;;
2013084;LUNDI   ;15/07/2013;14/09/2013;34;7;43;33;44;9;7-33-34-43-44+9;0;0;2;80748,8;218;1594,3;11194;13,4;177836;6;284431;2;8695219;eur;;;;;;;;;
2013083;SAMEDI  ;13/07/2013;12/09/2013;31;21;37;10;28;8;10-21-28-31-37+8;1;22000000;8;55027,9;885;1070,5;39788;10,3;564212;5,1;815283;2;9943027;eur;;;;;;;;;
2013082;MERCREDI;10/07/2013;09/09/2013;31;37;24;39;14;7;14-24-31-37-39+7;0;0;2;138820,5;408;1464,5;19988;12,9;306952;6;783859;2;2555686;eur;;;;;;;;;
2013081;LUNDI   ;08/07/2013;07/09/2013;44;8;24;25;26;5;8-24-25-26-44+5;0;0;0;0;435;1543,5;18780;10,5;277943;5,1;484078;2;1334795;eur;;;;;;;;;
2013080;SAMEDI  ;06/07/2013;05/09/2013;13;35;30;44;12;2;12-13-30-35-44+2;0;0;1;354720,9;532;1435;28801;11,4;458713;5,1;553451;2;6595230;eur;;;;;;;;;
2013079;MERCREDI;03/07/2013;02/09/2013;36;2;7;25;39;4;2-7-25-36-39+4;0;0;1;272862,5;444;1322,6;23301;10,9;351660;5,1;487624;2;2600145;eur;;;;;;;;;
2013078;LUNDI   ;01/07/2013;31/08/2013;5;31;21;37;38;6;5-21-31-37-38+6;0;0;1;203550,3;296;1479,9;14299;13,2;231303;5,8;424544;2;8494175;eur;;;;;;;;;
2013077;SAMEDI  ;29/06/2013;29/08/2013;23;37;8;14;9;7;8-9-14-23-37+7;0;0;0;0;754;1439,1;34417;9,3;482820;4,7;962270;2;5902634;eur;;;;;;;;;
2013076;MERCREDI;26/06/2013;26/08/2013;39;16;19;29;12;8;12-16-19-29-39+8;0;0;2;127368,2;614;892,8;27009;8,7;350729;4,8;455769;2;59879;eur;;;;;;;;;
2013075;LUNDI   ;24/06/2013;24/08/2013;29;5;24;19;10;1;5-10-19-24-29+1;0;0;3;64339,2;815;509,7;29473;6,1;321793;3,9;274181;2;2307386;eur;;;;;;;;;
2013074;SAMEDI  ;22/06/2013;22/08/2013;21;26;37;16;35;8;16-21-26-35-37+8;0;0;2;166264,6;481;1487,8;23592;13,1;370848;5,9;612864;2;8587306;eur;;;;;;;;;
2013073;MERCREDI;19/06/2013;19/08/2013;32;22;17;43;19;1;17-19-22-32-43+1;0;0;3;80623,7;501;1039;20724;10,8;304170;5,2;339894;2;7708856;eur;;;;;;;;;
2013072;LUNDI   ;17/06/2013;17/08/2013;38;39;3;17;1;1;1-3-17-38-39+1;0;0;1;182859;280;1405,5;13846;12,3;224470;5,4;258618;2;8365965;eur;;;;;;;;;
2013071;SAMEDI  ;15/06/2013;15/08/2013;32;38;26;4;23;2;4-23-26-32-38+2;0;0;2;163854,4;619;1139,3;27438;11,1;390310;5,5;501827;2;951422;eur;;;;;;;;;
2013070;MERCREDI;12/06/2013;12/08/2013;20;40;46;3;44;4;3-20-40-44-46+4;0;0;2;120065;302;1711,2;16409;13,6;260580;6,1;426298;2;230962;eur;;;;;;;;;
2013069;LUNDI   ;10/06/2013;10/08/2013;13;15;3;35;32;1;3-13-15-32-35+1;0;0;0;0;327;1704,8;14961;11;228936;5,1;247751;2;1862004;eur;;;;;;;;;
2013068;SAMEDI  ;08/06/2013;08/08/2013;19;33;29;32;17;2;17-19-29-32-33+2;0;0;2;159621;504;1363,2;25198;11,8;386778;5,5;487965;2;5886303;eur;;;;;;;;;
2013067;MERCREDI;05/06/2013;05/08/2013;27;41;23;25;4;1;4-23-25-27-41+1;0;0;0;0;446;1607;21695;9,7;304553;4,9;321759;2;529443;eur;;;;;;;;;
2013066;LUNDI   ;03/06/2013;03/08/2013;14;4;38;34;25;9;4-14-25-34-38+9;0;0;0;0;334;1568,6;13755;11,2;192980;5,7;287584;2;6307902;eur;;;;;;;;;
2013065;SAMEDI  ;01/06/2013;01/08/2013;21;30;8;7;6;3;6-7-8-21-30+3;0;0;4;78221,5;901;747,3;39907;7,3;506311;4,1;588996;2;7879056;eur;;;;;;;;;
2013064;MERCREDI;29/05/2013;29/07/2013;34;41;48;23;45;7;23-34-41-45-48+7;0;0;1;222910;301;1593,8;14001;14,8;214321;6,9;660184;2;4070039;eur;;;;;;;;;
2013063;LUNDI   ;27/05/2013;27/07/2013;37;15;9;28;13;2;9-13-15-28-37+2;0;0;2;79252,7;396;861,4;17908;8,2;237468;4,4;237177;2;4141530;eur;;;;;;;;;
2013062;SAMEDI  ;25/05/2013;25/07/2013;42;7;36;13;40;2;7-13-36-40-42+2;1;10000000;3;143374,9;903;1025,1;39830;10;565049;5;681511;2;9376932;eur;;;;;;;;;
2013061;MERCREDI;22/05/2013;22/07/2013;3;34;2;17;13;9;2-3-13-17-34+9;0;0;0;0;413;1688,6;22709;9;328191;4,4;383457;2;3513106;eur;;;;;;;;;
2013060;LUNDI   ;20/05/2013;20/07/2013;47;27;25;23;9;3;9-23-25-27-47+3;0;0;1;139751,9;382;787,3;14949;8,7;206079;4,5;262925;2;890705;eur;;;;;;;;;
2013059;SAMEDI  ;18/05/2013;18/07/2013;4;5;20;7;17;3;4-5-7-17-20+3;1;2000000;10;30217,5;1410;461,2;47657;5,9;531316;3,7;572231;2;2866377;eur;;;;;;;;;
2013058;MERCREDI;15/05/2013;15/07/2013;32;27;8;13;11;4;8-11-13-27-32+4;2;9500000;2;140068,4;897;672,1;36758;7,1;449795;4,1;492065;2;451997;eur;;;;;;;;;
2013057;LUNDI   ;13/05/2013;13/07/2013;23;29;40;49;15;5;15-23-29-40-49+5;0;0;1;218948,9;438;1075,8;18251;11,1;266758;5,4;494495;2;9738229;eur;;;;;;;;;
2013056;SAMEDI  ;11/05/2013;11/07/2013;26;49;45;3;16;9;3-16-26-45-49+9;0;0;4;86577,2;673;1107,4;29149;11;435701;5,2;603886;2;2086918;eur;;;;;;;;;
2013055;MERCREDI;08/05/2013;08/07/2013;13;5;43;25;15;10;5-13-15-25-43+10;0;0;2;124642,1;715;750,3;30517;7,6;373990;4,4;328789;2;3386612;eur;;;;;;;;;
2013054;LUNDI   ;06/05/2013;06/07/2013;48;13;15;24;23;7;13-15-23-24-48+7;0;0;0;0;449;1418,3;20837;9;284268;4,7;570678;2;9136808;eur;;;;;;;;;
2013053;SAMEDI  ;04/05/2013;04/07/2013;6;13;40;45;15;4;6-13-15-40-45+4;0;0;0;0;641;1719,3;31012;10,5;463775;5;625191;2;771257;eur;;;;;;;;;
2013052;MERCREDI;01/05/2013;01/07/2013;7;41;31;32;4;9;4-7-31-32-41+9;0;0;0;0;339;2138,1;18167;11,8;290055;5,2;390832;2;8735507;eur;;;;;;;;;
2013051;LUNDI   ;29/04/2013;29/06/2013;12;21;39;11;27;9;11-12-21-27-39+9;0;0;0;0;526;1157,8;22468;8;298055;4,3;327845;2;6794185;eur;;;;;;;;;
2013050;SAMEDI  ;27/04/2013;27/06/2013;17;26;39;19;9;10;9-17-19-26-39+10;0;0;5;66552,5;915;782,6;37939;8,1;480628;4,6;475856;2;4996741;eur;;;;;;;;;
2013049;MERCREDI;24/04/2013;24/06/2013;1;48;13;6;5;9;1-5-6-13-48+9;0;0;5;48499;893;584,4;33209;6,8;387934;4,1;411403;2;4951210;eur;;;;;;;;;
2013048;LUNDI   ;22/04/2013;22/06/2013;22;16;11;37;14;1;11-14-16-22-37+1;0;0;1;180176,4;373;1039,6;18813;8,9;256771;4,6;271643;2;3530743;eur;;;;;;;;;
2013047;SAMEDI  ;20/04/2013;20/06/2013;28;24;3;42;9;9;3-9-24-28-42+9;0;0;8;40423,8;901;772,4;37272;8;476454;4,5;563135;2;4905750;eur;;;;;;;;;
2013046;MERCREDI;17/04/2013;17/06/2013;38;16;32;12;29;8;12-16-29-32-38+8;0;0;1;234068,3;415;1213,8;18498;11,8;281540;5,5;426987;2;4775593;eur;;;;;;;;;
2013045;LUNDI   ;15/04/2013;15/06/2013;45;20;21;26;46;3;20-21-26-45-46+3;0;0;0;0;190;2835,7;11516;13,8;195301;5,8;326788;2;1857143;eur;;;;;;;;;
2013044;SAMEDI  ;13/04/2013;13/06/2013;23;43;22;41;33;4;22-23-33-41-43+4;0;0;2;163278,5;601;1169,3;27037;11,2;373183;5,8;585869;2;7464208;eur;;;;;;;;;
2013043;MERCREDI;10/04/2013;10/06/2013;9;18;3;45;28;5;3-9-18-28-45+5;0;0;4;58667,9;724;697,5;27395;7,9;345538;4,5;530269;2;7257607;eur;;;;;;;;;
2013042;LUNDI   ;08/04/2013;08/06/2013;19;6;38;8;37;2;6-8-19-37-38+2;0;0;2;84805,3;291;1254,4;15231;10,3;223292;5;253759;2;930915;eur;;;;;;;;;
2013041;SAMEDI  ;06/04/2013;06/06/2013;15;29;42;1;33;7;1-15-29-33-42+7;0;0;1;308009,2;489;1355,6;23384;12,2;359231;5,7;896552;2;6290923;eur;;;;;;;;;
2013040;MERCREDI;03/04/2013;03/06/2013;36;18;37;42;45;8;18-36-37-42-45+8;0;0;2;121074,2;487;1070,1;17595;12,8;242894;6,6;460389;2;9348008;eur;;;;;;;;;
2013039;LUNDI   ;01/04/2013;01/06/2013;47;16;10;43;27;2;10-16-27-43-47+2;0;0;1;142278,7;264;1159,8;12023;11;180436;5,2;207114;2;7123545;eur;;;;;;;;;
2013038;SAMEDI  ;30/03/2013;30/05/2013;26;10;9;30;34;2;9-10-26-30-34+2;0;0;1;314679;565;1198,6;30082;9,7;433375;4,8;478188;2;4564276;eur;;;;;;;;;
2013037;MERCREDI;27/03/2013;27/05/2013;21;47;24;49;33;3;21-24-33-47-49+3;0;0;0;0;332;2090,1;17498;11,7;258690;5,6;430411;2;5035142;eur;;;;;;;;;
2013036;LUNDI   ;25/03/2013;25/05/2013;29;25;14;41;10;4;10-14-25-29-41+4;0;0;1;157508,4;343;988,2;14755;9,9;208927;5;279845;2;2468814;eur;;;;;;;;;
2013035;SAMEDI  ;23/03/2013;23/05/2013;17;11;41;9;24;6;9-11-17-24-41+6;0;0;3;99089,9;1297;493,2;36543;7,5;461978;4,2;589254;2;6544319;eur;;;;;;;;;
2013034;MERCREDI;20/03/2013;20/05/2013;37;5;1;49;12;7;1-5-12-37-49+7;2;2000000;1;221920,5;624;765,4;26015;7,9;333007;4,4;658072;2;7330831;eur;;;;;;;;;
2013033;LUNDI   ;18/03/2013;18/05/2013;10;20;18;24;32;9;10-18-20-24-32+9;0;0;2;80114,7;529;651,8;17959;8,3;223518;4,7;278961;2;3955176;eur;;;;;;;;;
2013032;SAMEDI  ;16/03/2013;16/05/2013;16;5;46;33;38;5;5-16-33-38-46+5;0;0;1;299659,5;515;1252,2;20963;13,3;326761;6,1;658907;2;6629914;eur;;;;;;;;;
2013031;MERCREDI;13/03/2013;13/05/2013;13;12;34;41;40;7;12-13-34-40-41+7;1;2000000;2;110966;280;1705,8;14898;13,8;259056;5,7;659823;2;29920;eur;;;;;;;;;
2013030;LUNDI   ;11/03/2013;11/05/2013;8;16;44;7;49;6;7-8-16-44-49+6;2;1000000;2;79905,9;303;1135,1;14283;10,4;222129;4,7;316765;2;6339907;eur;;;;;;;;;
2013029;SAMEDI  ;09/03/2013;09/05/2013;49;4;40;11;22;5;4-11-22-40-49+5;1;9000000;3;110054;906;784,2;35939;8,5;473477;4,6;716474;2;3283120;eur;;;;;;;;;
2013028;MERCREDI;06/03/2013;06/05/2013;28;36;42;26;44;4;26-28-36-42-44+4;0;0;1;241759;357;1457,4;15909;14,1;257118;6,2;441039;2;855811;eur;;;;;;;;;
2013027;LUNDI   ;04/03/2013;04/05/2013;47;1;45;9;30;10;1-9-30-45-47+10;0;0;1;172204,2;292;1269,2;14603;11;219273;5,2;242192;2;2260860;eur;;;;;;;;;
2013026;SAMEDI  ;02/03/2013;02/05/2013;18;38;5;22;30;2;5-18-22-30-38+2;0;0;3;105075,6;628;1080,2;29073;10,1;421305;4,9;476512;2;703250;eur;;;;;;;;;
2013025;MERCREDI;27/02/2013;29/04/2013;25;40;21;34;6;7;6-21-25-34-40+7;0;0;1;228167,4;363;1352,7;17676;12;267485;5,6;670048;2;4194886;eur;;;;;;;;;
2013024;LUNDI   ;25/02/2013;27/04/2013;43;18;17;14;46;2;14-17-18-43-46+2;0;0;1;160718,5;226;1530,5;11788;12,7;187889;5,7;240157;2;8266454;eur;;;;;;;;;
2013023;SAMEDI  ;23/02/2013;25/04/2013;47;36;42;30;45;5;30-36-42-45-47+5;0;0;2;151094,8;411;1582,3;18798;14,9;291402;6,9;653486;2;4965342;eur;;;;;;;;;
2013022;MERCREDI;20/02/2013;22/04/2013;6;8;42;27;7;1;6-7-8-27-42+1;0;0;0;0;479;1484,3;25894;8,1;361744;4,1;314970;2;5234291;eur;;;;;;;;;
2013021;LUNDI   ;18/02/2013;20/04/2013;2;13;19;41;5;5;2-5-13-19-41+5;1;2000000;1;163778,2;563;626;21401;7,1;258819;4,2;364754;2;1780711;eur;;;;;;;;;
2013020;SAMEDI  ;16/02/2013;18/04/2013;19;34;26;27;4;6;4-19-26-27-34+6;1;8000000;3;115307,3;653;1140;32961;9,7;470701;4,8;685963;2;5089628;eur;;;;;;;;;
2013019;MERCREDI;13/02/2013;15/04/2013;39;48;19;46;14;2;14-19-39-46-48+2;0;0;2;184002,8;578;1370,2;26789;12,8;408939;5,9;577030;2;3634197;eur;;;;;;;;;
2013018;LUNDI   ;11/02/2013;13/04/2013;25;42;1;36;45;7;1-25-36-42-45+7;0;0;0;0;249;2222;11792;13,8;190970;6,1;496863;2;7560121;eur;;;;;;;;;
2013017;SAMEDI  ;09/02/2013;11/04/2013;23;5;2;47;4;7;2-4-5-23-47+7;0;0;2;160546,8;694;995,7;34985;8,5;457905;4,6;920406;2;8447989;eur;;;;;;;;;
2013016;MERCREDI;06/02/2013;08/04/2013;40;3;7;33;25;1;3-7-25-33-40+1;0;0;2;116491,2;592;846,9;22849;9,5;320948;4,8;333946;2;8494583;eur;;;;;;;;;
2013015;LUNDI   ;04/02/2013;06/04/2013;34;33;18;6;30;2;6-18-30-33-34+2;0;0;0;0;257;2043,7;12874;12;188937;5,8;258227;2;4160340;eur;;;;;;;;;
2013014;SAMEDI  ;02/02/2013;04/04/2013;45;33;7;6;34;3;6-7-33-34-45+3;0;0;0;0;443;2197,6;22067;13;372665;5,5;590639;2;8546361;eur;;;;;;;;;
2013013;MERCREDI;30/01/2013;01/04/2013;41;31;40;11;48;5;11-31-40-41-48+5;1;3000000;1;226406,6;307;1587,1;15638;13,5;241542;6,2;500302;2;2888038;eur;;;;;;;;;
2013012;LUNDI   ;28/01/2013;30/03/2013;38;29;20;40;28;9;20-28-29-38-40+9;0;0;1;162822,1;224;1564,3;11480;13,2;182276;5,9;278329;2;5915508;eur;;;;;;;;;
2013011;SAMEDI  ;26/01/2013;28/03/2013;18;39;2;23;34;6;2-18-23-34-39+6;2;3500000;3;107873,2;513;1357,6;23695;12,7;370526;5,8;630053;2;4774713;eur;;;;;;;;;
2013010;MERCREDI;23/01/2013;25/03/2013;11;49;36;9;19;6;9-11-19-36-49+6;0;0;3;78810,5;717;709,6;28696;7,6;358729;4,3;455404;2;961380;eur;;;;;;;;;
2013009;LUNDI   ;21/01/2013;23/03/2013;35;7;32;38;22;6;7-22-32-35-38+6;0;0;1;171671,2;232;1592,5;12706;12,6;199805;5,7;332385;2;8057752;eur;;;;;;;;;
2013008;SAMEDI  ;19/01/2013;21/03/2013;22;23;45;42;9;8;9-22-23-42-45+8;0;0;0;0;531;1866,9;28410;10,3;426089;4,9;586158;2;1749853;eur;;;;;;;;;
2013007;MERCREDI;16/01/2013;18/03/2013;27;6;16;24;46;5;6-16-24-27-46+5;0;0;3;77105,7;553;900,2;24388;8,8;319233;4,8;510485;2;9043337;eur;;;;;;;;;
2013006;LUNDI   ;14/01/2013;16/03/2013;35;30;10;37;7;6;7-10-30-35-37+6;0;0;0;0;276;1991,1;14061;11,5;223078;5,2;335769;2;4686336;eur;;;;;;;;;
